"Entity","Code","Year","Homicide rate per 100,000 population - Both Sexes - All ages","Homicide rate per 100,000 population - Both Sexes - Age 15-49","Homicide rate per 100,000 population - Both Sexes - Age 50-69","Homicide rate per 100,000 population - Both Sexes - Age 70+","Homicide rate per 100,000 population - Both Sexes - Age 0-4","Homicide rate per 100,000 population - Both Sexes - Age 5-14"
"Italy","ITA",2016,0.6037756,0.74564075,0.64310926,0.5327917,0.27694452,0.124073766
"Italy","ITA",2017,0.5566583,0.69760853,0.5569955,0.53276736,0.28538358,0.089184016
"Jamaica","JAM",1960,2.3813865,4.002589,1.0107033,0,1.7810264,0.5007035
"Jamaica","JAM",1961,1.3859501,2.915201,0,0,0,0
"Jamaica","JAM",1965,0.57138044,1.1424475,0.442613,0,0,0.21410297
"Jamaica","JAM",1967,1.8386316,3.5829246,1.2831535,1.7526333,0.653409,0.2016564
"Jamaica","JAM",1977,0.7269234,1.751565,0,0,0,0
"Jamaica","JAM",1980,0.7926995,1.3903966,0.84575534,1.0359366,0,0.17425367
"Jamaica","JAM",1981,0.6891288,1.1404116,0.84880275,0,0,0.1751608
"Jamaica","JAM",1982,0.22614512,0.20101331,1.2769326,0,0,0
"Jamaica","JAM",1983,2.370111,3.9036806,5.1240883,0,0,0.17676464
"Jamaica","JAM",1984,1.4496983,2.469762,1.7160532,0.92950624,0,0.17715012
"Jamaica","JAM",1985,1.3923197,2.7816129,0.86284626,0,0,0
"Jamaica","JAM",1986,0.21461068,0.45386878,0,0,0,0
"Jamaica","JAM",1987,3.0223722,5.612227,1.7452235,0,0.32176897,0
"Jamaica","JAM",1988,0.21130626,0.26277295,0.43793383,0.8697543,0,0
"Jamaica","JAM",1989,0.20979175,0.43120363,0,0,0,0
"Jamaica","JAM",1990,0.083289824,0.1699569,0,0,0,0
"Jamaica","JAM",1991,0.3717541,0.5865122,0.86386746,0,0,0
"Jamaica","JAM",2000,0.91386205,1.3141775,1.1301692,1.9154153,0,0.16804491
"Jamaica","JAM",2001,1.0220933,1.5087453,1.1088974,2.9113493,0,0
"Jamaica","JAM",2002,0.45177332,0.84892166,0,0,0,0
"Jamaica","JAM",2003,0.5617515,0.97589946,0,0,0,0.17102525
"Jamaica","JAM",2004,0.3725712,0.48141265,1.0396668,0,0,0
"Jamaica","JAM",2005,62.092525,94.485,44.408707,21.058542,1.6763335,4.3847494
"Jamaica","JAM",2006,0.7008742,1.1434244,0.32528472,1.013007,0,0
"Jamaica","JAM",2009,56.98265,84.43251,44.433033,28.86955,1.3220227,3.0809639
"Jamaica","JAM",2010,1.5585611,1.8103831,1.3816468,9.187986,0.45124316,0
"Jamaica","JAM",2011,34.34033,48.750168,26.747528,19.043991,1.856562,2.6295881
"Jamaica","JAM",2012,1.2918404,1.7812827,1.0214192,3.9117508,0,0
"Jamaica","JAM",2013,0.92821175,1.0726662,0.9873057,3.8035107,0,0.21232143
"Jamaica","JAM",2014,1.0660603,1.3797221,1.6693854,0.92409486,0,0
"Japan","JPN",1950,2.2819014,2.2149067,1.9138988,2.2381322,4.566652,1.1525223
"Japan","JPN",1951,2.0876782,2.150375,1.85448,1.5527462,3.875426,0.95518035
"Japan","JPN",1952,2.0389957,2.1666257,1.7025431,1.4568495,3.780683,0.89352477
"Japan","JPN",1953,2.0019817,2.0679393,1.6950324,1.4852424,4.072316,0.8968392
"Japan","JPN",1954,2.204341,2.4273806,1.7880056,1.7334589,4.012745,1.0701561
"Japan","JPN",1955,2.360354,2.6175623,1.7911965,2.174385,4.570451,1.1164676
"Japan","JPN",1956,2.0283012,2.2237554,1.6931369,1.8047559,4.268897,0.8368187
"Japan","JPN",1957,2.0166748,2.2637854,1.3997111,1.3566754,4.032977,1.0560855
"Japan","JPN",1958,2.1287148,2.3921647,1.7273033,1.3463542,4.424295,0.92407197
"Japan","JPN",1959,2.0016396,2.299145,1.269653,1.8947295,4.13329,0.8852859
"Japan","JPN",1960,1.8583951,2.0993607,1.2081604,1.4364413,4.5252266,0.6651754
"Japan","JPN",1961,1.6790189,1.9621878,1.0810179,0.80481267,3.7486875,0.66299355
"Japan","JPN",1962,1.5495012,1.7739458,0.9013105,0.9895892,3.5910282,0.64567184
"Japan","JPN",1963,1.5297265,1.6960652,1.0566905,1.1330152,3.556679,0.5854911
"Japan","JPN",1964,1.5131872,1.6246876,0.9137485,1.345142,3.63793,0.68386155
"Japan","JPN",1965,1.4192331,1.4581914,1.1034424,0.9307919,3.7043107,0.5285429
"Japan","JPN",1966,1.4111059,1.4592552,1.034148,0.8997108,3.2585218,0.73830134
"Japan","JPN",1967,1.38369,1.4426584,0.85141945,0.9158509,3.4592843,0.6710742
"Japan","JPN",1968,1.4304521,1.3549227,0.96463406,1.0002613,4.191157,0.68358386
"Japan","JPN",1969,1.3829874,1.4331074,0.8798115,0.917217,3.272928,0.65872145
"Japan","JPN",1970,1.3293229,1.2497158,0.78897506,0.97073346,3.6641974,0.8662299
"Japan","JPN",1971,1.3174541,1.2919633,0.77283084,0.9082698,3.6290715,0.6364605
"Japan","JPN",1972,1.2796203,1.2041278,0.82787704,0.78622645,3.250442,0.8750419
"Japan","JPN",1973,1.2793267,1.1712674,0.77967966,0.92661214,3.6010165,0.7613605
"Japan","JPN",1974,1.260281,1.0405062,0.83724433,0.9668396,3.8500547,0.86389124
"Japan","JPN",1975,1.2907246,1.0618845,0.8768296,0.8610624,3.8160832,1.0852087
"Japan","JPN",1976,1.257724,1.0795009,0.82125753,0.9175429,3.782504,0.9886141
"Japan","JPN",1977,1.2034539,0.9679294,0.8404316,0.9307435,3.6789804,1.0180259
"Japan","JPN",1978,1.1319765,0.8987279,0.7754367,0.80941886,3.6403701,1.0395592
"Japan","JPN",1979,1.0227023,0.886176,0.78115916,0.93913114,2.7603686,0.84084636
"Japan","JPN",1980,0.94775295,0.83471227,0.6420508,0.86880696,2.741759,0.7996748
"Japan","JPN",1981,0.9753167,0.88288337,0.8221785,0.94313246,2.563821,0.68810695
"Japan","JPN",1982,0.91877395,0.7709641,0.86010754,0.87526774,2.3353615,0.8359493
"Japan","JPN",1983,0.9635352,0.8145246,0.7807412,0.9395869,2.8882709,0.84295064
"Japan","JPN",1984,0.9437954,0.8565197,0.76808757,0.9502548,2.5388358,0.72883874
"Japan","JPN",1985,0.84165585,0.7729112,0.86459684,0.81968874,2.0744112,0.51185524
"Japan","JPN",1986,0.8472311,0.7712623,0.8251505,0.8006379,2.2749174,0.48467967
"Japan","JPN",1987,0.75231755,0.6776956,0.6885865,0.88084924,1.872776,0.48777208
"Japan","JPN",1988,0.74751234,0.6629468,0.7283753,0.7689492,2.1306944,0.43383563
"Japan","JPN",1989,0.6235811,0.5292059,0.6291824,0.6338964,1.7784817,0.41318384
"Japan","JPN",1990,0.60309815,0.52731866,0.59438974,0.81999207,1.3352057,0.40213028
"Japan","JPN",1991,0.553543,0.45999026,0.6284474,0.70508754,1.2094562,0.34929535
"Japan","JPN",1992,0.60264206,0.49143153,0.6225966,0.6712062,1.6073751,0.46836463
"Japan","JPN",1993,0.646862,0.5202193,0.7717627,0.69078255,1.6231669,0.3835674
"Japan","JPN",1994,0.6323777,0.5572215,0.7219886,0.6546103,1.4897501,0.27219006
"Japan","JPN",1995,0.5813519,0.44829375,0.7539566,0.7565891,1.1748502,0.27945274
"Japan","JPN",1996,0.5431258,0.47342134,0.57905734,0.73747367,1.211559,0.24824981
"Japan","JPN",1997,0.5721289,0.46847224,0.67939323,0.7327869,1.247631,0.30680856
"Japan","JPN",1998,0.6430905,0.4843628,0.7648442,0.891174,1.3331542,0.44588622
"Japan","JPN",1999,0.62609726,0.49766606,0.7500705,0.92142326,1.0850683,0.24693306
"Japan","JPN",2000,0.6099477,0.49131733,0.77869457,0.71455127,1.1574383,0.27530763
"Japan","JPN",2001,0.57863486,0.46086282,0.725769,0.6908287,1.1089531,0.28726432
"Japan","JPN",2002,0.5777679,0.439318,0.7260887,0.79341656,0.961504,0.29037267
"Japan","JPN",2003,0.5557087,0.4149162,0.65466017,0.7389738,1.2474695,0.31844294
"Japan","JPN",2004,0.51506287,0.4038768,0.59676504,0.7109458,0.9813703,0.25316632
"Japan","JPN",2005,0.47146547,0.38743964,0.53137904,0.6212736,0.8364777,0.25382662
"Japan","JPN",2006,0.45713717,0.37413317,0.45828536,0.624705,0.9761547,0.28817105
"Japan","JPN",2007,0.4059376,0.32075426,0.477563,0.5592405,0.6024119,0.21264474
"Japan","JPN",2008,0.4302782,0.3371174,0.4384806,0.57711655,0.9364711,0.2819747
"Japan","JPN",2009,0.37615213,0.28120613,0.45026755,0.52547514,0.46084106,0.2583456
"Japan","JPN",2010,0.34267613,0.2318422,0.43450844,0.4521661,0.6655974,0.18258101
"Japan","JPN",2011,0.3265503,0.23337026,0.35939384,0.52249193,0.5204685,0.14913389
"Japan","JPN",2012,0.30185005,0.21649432,0.3187036,0.4593186,0.35679358,0.2831149
"Japan","JPN",2013,0.2708368,0.20141636,0.2706611,0.4256403,0.36109617,0.2140638
"Japan","JPN",2014,0.28315032,0.19386488,0.28680566,0.4722068,0.53945297,0.1349061
"Japan","JPN",2015,0.24960412,0.15971467,0.26833755,0.4041589,0.46897873,0.15441044
"Japan","JPN",2016,0.23035073,0.17046648,0.24186052,0.36274296,0.2379603,0.15612614
"Japan","JPN",2017,0.23098183,0.15463816,0.2535608,0.375577,0.40545616,0.08352862
"Japan","JPN",2018,0.21740985,0.15679397,0.22360253,0.37594274,0.25106356,0.056207016
"Japan","JPN",2019,0.24061278,0.18882231,0.20851088,0.38350126,0.43428612,0.10396608
"Jordan","JOR",2008,1.876736,2.9115973,1.7143984,0,0.33998072,0.4986555
"Jordan","JOR",2009,1.9508103,2.9255154,1.4748585,4.434655,0.44244605,0.4347367
"Jordan","JOR",2010,1.9465853,3.0755446,2.1881633,2.8127813,0.32420832,0.30963567
"Jordan","JOR",2011,2.004067,3.2603235,1.3339559,4.683245,0.31680894,0.36864206
"Jordan","JOR",2012,1.5502654,2.6253026,1.4178866,1.2906556,0.1050738,0.24556072
"Jordan","JOR",2015,1.4017016,1.9825057,1.5712329,2.236361,0,0.6046292
"Jordan","JOR",2016,1.5370511,2.320741,1.5428925,3.133863,0.16660114,0.1771943
"Jordan","JOR",2017,0.9137795,1.3162267,0.7710405,0.9967506,0.2507133,0.30297717
"Jordan","JOR",2018,0.5345177,0.7864596,0.36178926,0,0.1673157,0.21244909
"Kazakhstan","KAZ",1981,10.186624,15.057641,14.180872,10.960632,1.1641929,0.6560291
"Kazakhstan","KAZ",1982,9.706802,14.711388,12.174387,8.708235,1.3172122,0.7187788
"Kazakhstan","KAZ",1985,8.014816,11.993815,10.565744,6.548247,1.0999291,0.6537911
"Kazakhstan","KAZ",1986,5.7398787,8.602703,5.885955,7.9093113,1.554573,0.48022452
"Kazakhstan","KAZ",1987,6.4953775,9.659771,7.9338946,7.1071973,0.73437923,0.7813965
"Kazakhstan","KAZ",1988,7.094276,10.704754,7.8039646,8.247712,1.0262368,0.61203164
"Kazakhstan","KAZ",1989,10.048902,15.521503,9.9145,13.288731,1.2136278,0.4811784
"Kazakhstan","KAZ",1990,11.725887,18.625374,11.778446,8.93663,0.7073315,0.80085593
"Kazakhstan","KAZ",1991,12.078554,18.868332,13.000409,9.741243,0.6135659,0.76065564
"Kazakhstan","KAZ",1992,14.384681,21.860788,16.155716,14.702092,1.6786586,0.8670272
"Kazakhstan","KAZ",1993,17.538313,26.438923,21.136469,17.226622,1.1458223,0.9179267
"Kazakhstan","KAZ",1994,17.77026,25.916775,23.962456,13.694952,1.6066073,1.2083483
"Kazakhstan","KAZ",1995,19.515139,27.02348,32.002693,18.337223,1.1517407,0.9009093
"Kazakhstan","KAZ",1996,18.582241,25.772781,27.468206,21.16483,1.2338792,0.67794573
"Kazakhstan","KAZ",1997,17.838467,24.178555,27.430346,20.826195,1.2713634,0.9959919
"Kazakhstan","KAZ",1998,17.759636,23.540262,25.911062,24.664055,1.6840816,1.0916669
"Kazakhstan","KAZ",1999,16.16389,21.10913,23.835146,22.764393,1.3011886,1.1525178
"Kazakhstan","KAZ",2000,16.37788,21.487875,24.126518,19.643456,1.1778405,0.84673095
"Kazakhstan","KAZ",2001,15.232533,19.571026,21.666538,19.1599,1.5421773,1.0684181
"Kazakhstan","KAZ",2002,12.93009,16.71806,17.414541,16.571728,1.0331832,1.1035559
"Kazakhstan","KAZ",2003,14.504372,18.321568,19.631205,16.088673,1.1090826,1.3585116
"Kazakhstan","KAZ",2004,15.721422,20.255304,20.378435,18.53967,1.0825404,0.9632234
"Kazakhstan","KAZ",2005,14.060809,17.644844,18.96142,16.973778,1.2832162,0.84216976
"Kazakhstan","KAZ",2006,12.986189,16.89179,16.212145,13.29747,0.9138784,0.7491183
"Kazakhstan","KAZ",2007,12.363938,16.405922,14.477056,10.414633,1.6445628,0.6065407
"Kazakhstan","KAZ",2008,11.18081,14.949921,12.627235,12.2724085,0.8702247,0.4527731
"Kazakhstan","KAZ",2009,9.501188,12.807877,11.030105,9.502529,0.50389415,0.41472456
"Kazakhstan","KAZ",2010,8.859268,11.87419,10.462653,9.045335,0.9573014,0.49525607
"Kazakhstan","KAZ",2011,9.10002,12.05507,11.928792,7.84097,0.5744142,0.80950785
"Kazakhstan","KAZ",2012,8.23637,11.3086605,9.778168,7.803607,0.89117324,0.47015753
"Kazakhstan","KAZ",2013,6.264138,8.611032,7.811264,5.650434,0.6538975,0.26312208
"Kazakhstan","KAZ",2014,5.843319,7.9322643,7.8129196,5.4029994,0.37453103,0.39510474
"Kazakhstan","KAZ",2015,5.8970857,8.028044,7.527919,8.138416,0.4204021,0.2402898
"Kazakhstan","KAZ",2016,5.2631516,7.1684256,7.090795,6.462172,0.25860494,0.29535767
"Kazakhstan","KAZ",2017,4.9831157,6.7921233,6.8911395,5.845553,0.40964237,0.28252506
"Kazakhstan","KAZ",2018,4.8184137,6.6040597,6.92839,5.291412,0.35632747,0.18076237
"Kazakhstan","KAZ",2019,4.1663604,5.738814,6.140549,4.9775343,0.20275751,0.02902478
"Kazakhstan","KAZ",2020,3.5653582,4.8084726,5.47229,3.5171638,0.25142875,0.30883774
"Kuwait","KWT",1972,2.6900015,3.8576481,1.9244462,10.840109,1.1717285,0.8290671
"Kuwait","KWT",1975,1.4149685,2.4421813,0,0,0,0.68440413
"Kuwait","KWT",1976,0.8837282,1.043139,4.434524,0,0,0.32422373
"Kuwait","KWT",1977,0.8274268,0.6395467,2.8378456,0,1.8383704,0
"Kuwait","KWT",1978,1.0875313,1.4759929,2.7171328,9.691801,0.43818137,0
"Kuwait","KWT",1979,0.43826932,0.8223797,0,0,0,0
"Kuwait","KWT",1980,0.83028543,1.2837086,1.2294527,0,0.40372232,0
"Kuwait","KWT",1981,0.32828447,0.4818418,1.183054,0,0,0
"Kuwait","KWT",1982,0.431412,0.56439334,1.1574476,0,0,0
"Kuwait","KWT",1983,0.5969133,0.63594353,3.3947787,0,0,0.2412132
"Kuwait","KWT",1984,1.3852162,1.410004,3.2648087,18.3621,1.3956199,0.46328363
"Kuwait","KWT",1985,1.7523726,2.4073484,5.1863456,0,0.3429849,0.22159044
"Kuwait","KWT",1986,0.6823767,0.9283715,0.9499563,0,0.34098852,0
"Kuwait","KWT",1987,0.5034589,0.7242165,0,0,0.68893063,0
"Kuwait","KWT",1993,1.3986019,2.1602588,0,6.5932617,0,0.25254884
"Kuwait","KWT",1994,1.7135355,2.5849385,0.8337989,7.172572,0.5386393,0
"Kuwait","KWT",1995,0.95991135,1.4978192,0,0,0.520988,0
"Kuwait","KWT",1996,1.8024478,2.501171,2.8195488,0,0.5212759,0
"Kuwait","KWT",1997,1.3504906,1.8463061,0.8839935,0,1.040886,0.27839565
"Kuwait","KWT",1998,1.4863201,2.1237097,1.6654176,0,0.51460975,0.2773879
"Kuwait","KWT",1999,2.0018022,2.7141922,1.571524,12.954206,0.50790554,0.27866486
"Kuwait","KWT",2000,1.2419417,1.6275274,0.7428096,0,1.0060717,0.28077033
"Kuwait","KWT",2001,1.8849934,2.1899827,1.4066379,5.6773024,1.001006,0.28286064
"Kuwait","KWT",2002,1.2133304,1.6579598,0,0,0,0.8525876
"Kuwait","KWT",2003,3.6772072,4.2237477,10.747114,0,0.50397384,0.28432435
"Kuwait","KWT",2004,9.1750345,11.926849,10.788456,9.503897,0.5114095,0.84964895
"Kuwait","KWT",2005,1.5132052,1.9605166,1.1241512,0,0,0.2789206
"Kuwait","KWT",2006,1.6900275,1.9105469,2.598793,0,0.47712883,0.27149126
"Kuwait","KWT",2007,0.988476,1.3770599,0.9584236,0,0,0
"Kuwait","KWT",2008,0.9262279,1.186113,2.2139666,3.9266503,0,0
"Kuwait","KWT",2009,0.6035226,0.7481094,0,0,0.3990439,0.74564916
"Kuwait","KWT",2010,0.67192054,0.8617355,1.1387057,0,0,0.24037537
"Kuwait","KWT",2011,0.45574853,0.6184801,0.6752992,0,0,0
"Kuwait","KWT",2012,0.39753368,0.5317499,0.29002658,2.8420393,0,0
"Kuwait","KWT",2013,0.4832461,0.54011095,0.9998,0,0.319826,0
"Kuwait","KWT",2014,0.80522376,0.8157452,1.7959487,4.745634,0,0
"Kuwait","KWT",2015,1.3919252,1.2755336,2.969662,15.108349,0,0
"Kuwait","KWT",2016,0.65249157,0.7043571,1.0580648,1.9448063,0,0.17892577
"Kuwait","KWT",2017,0.68653375,0.86114,0.6391849,0,0,0.34531578
"Kuwait","KWT",2018,0.75060904,0.98917687,0.56260926,0,0.32822722,0.328883
"Kuwait","KWT",2019,0.42138547,0.60315293,0.25375494,0,0,0.15889789
"Kyrgyzstan","KGZ",1981,7.383889,10.614795,12.7074375,8.033204,2.5244434,0.7826966
"Kyrgyzstan","KGZ",1982,6.5034647,10.343797,8.934831,2.6205223,1.7125764,0.55049044
"Kyrgyzstan","KGZ",1985,5.0251293,7.4741592,7.5758853,11.46404,0.6991113,0.31847405
"Kyrgyzstan","KGZ",1986,2.9193602,4.349077,2.6468492,7.2875085,1.0143342,0.6321173
"Kyrgyzstan","KGZ",1987,4.040192,6.0970674,5.315662,4.843944,1.9648296,0.20855667
"Kyrgyzstan","KGZ",1988,4.8184977,7.4552474,5.9258013,5.6252913,1.595311,0.6167712
"Kyrgyzstan","KGZ",1989,7.1265764,11.628435,10.078312,5.5835176,0.7841219,0.2019643
"Kyrgyzstan","KGZ",1990,13.960584,22.280994,19.523552,16.771824,1.5511836,1.1847206
"Kyrgyzstan","KGZ",1991,8.932922,14.66573,12.324899,9.661136,1.0813934,0.2882329
"Kyrgyzstan","KGZ",1992,11.386874,16.907997,20.194466,20.293526,1.3961453,0.5610287
"Kyrgyzstan","KGZ",1993,12.655525,17.853148,25.522274,29.499008,0.9410274,0.5487671
"Kyrgyzstan","KGZ",1994,13.576785,19.538937,29.885687,23.65474,0.15961845,0.4465422
"Kyrgyzstan","KGZ",1995,11.958251,16.911903,26.331694,23.934515,0.32527572,0.34725025
"Kyrgyzstan","KGZ",1996,10.811386,16.239674,21.513723,10.826946,0.49797904,0.25402912
"Kyrgyzstan","KGZ",1997,8.416909,12.293477,16.405085,16.296297,0.51175064,0.41491434
"Kyrgyzstan","KGZ",1998,7.371355,10.8083315,12.873762,11.950455,0.3506717,0.32739708
"Kyrgyzstan","KGZ",1999,7.0095434,9.917647,14.450214,11.354074,1.0769286,0.48837784
"Kyrgyzstan","KGZ",2000,7.867127,10.613279,17.058565,15.430214,0.36927894,0.81320715
"Kyrgyzstan","KGZ",2001,6.6691136,9.041191,13.093072,15.089405,0.76049095,0.49001232
"Kyrgyzstan","KGZ",2002,6.671893,9.471663,10.702078,12.417192,0.38660342,0.6618599
"Kyrgyzstan","KGZ",2003,6.1120367,7.7965946,13.452771,12.950731,0.3879262,0.75791514
"Kyrgyzstan","KGZ",2004,6.37614,8.541257,12.444828,11.707726,0.5772306,0.25795025
"Kyrgyzstan","KGZ",2005,7.3155637,9.65297,13.696616,15.393899,0.18896376,0.6164946
"Kyrgyzstan","KGZ",2006,6.4572167,8.660163,11.170294,10.976881,0.36796293,0.45144036
"Kyrgyzstan","KGZ",2007,5.9256954,8.003015,11.653676,4.2027907,0.17806268,0.36975515
"Kyrgyzstan","KGZ",2008,5.476843,7.3514323,9.0995865,8.266122,0.17119916,0.37705827
"Kyrgyzstan","KGZ",2009,6.143852,7.969458,12.35158,8.71318,0.32664207,0.38205782
"Kyrgyzstan","KGZ",2010,6.158864,8.008568,10.831833,14.397107,0.15526432,0.38546193
"Kyrgyzstan","KGZ",2011,5.469557,7.2557817,10.047967,8.680405,0.295135,0.28980944
"Kyrgyzstan","KGZ",2012,4.4098425,5.6335993,8.322067,11.251858,0.28121287,0
"Kyrgyzstan","KGZ",2013,3.7939332,4.930762,8.054424,3.1073077,0.26940164,0.37624502
"Kyrgyzstan","KGZ",2014,3.521406,4.7465963,6.513514,6.6450925,0,0.18321276
"Kyrgyzstan","KGZ",2015,3.5925033,4.6900806,6.075769,10.639278,0.5066864,0.26526254
"Kyrgyzstan","KGZ",2016,2.7315292,3.8958492,4.673595,5.1696763,0,0.08479161
"Kyrgyzstan","KGZ",2017,2.5704496,3.2039294,5.5377536,7.441362,0.3716781,0
"Kyrgyzstan","KGZ",2018,2.301659,3.3722987,3.557754,2.9381304,0.24658024,0.15525106
"Kyrgyzstan","KGZ",2019,2.0259695,2.8803818,3.1207578,5.0057206,0.122972794,0.22330351
"Latvia","LVA",1980,5.8002677,7.359725,6.4794946,5.8186636,1.7091875,0.5783439
"Latvia","LVA",1981,6.940134,9.319149,6.397593,6.1953483,3.9510744,0.28634506
"Latvia","LVA",1982,5.9305654,8.545109,5.1745253,5.245787,0.55479115,0
"Latvia","LVA",1983,6.469102,8.146265,5.880534,8.656997,2.6915727,1.131721
"Latvia","LVA",1984,5.9681497,7.895853,5.634226,6.4782224,1.5590085,0.8465919
"Latvia","LVA",1985,5.210703,6.376422,6.853692,3.0500424,2.0210493,1.1274402
"Latvia","LVA",1986,4.2336464,6.1482034,3.445918,3.54197,1.4780146,0
"Latvia","LVA",1987,4.3181725,5.710224,4.064473,6.3126187,0.48171413,0.28118718
"Latvia","LVA",1988,5.8249426,8.684141,3.962327,3.6707857,1.9127407,1.3939458
"Latvia","LVA",1989,8.71331,12.626128,6.744146,10.219107,1.9316113,0.5506866
"Latvia","LVA",1990,9.131105,13.272255,8.797542,7.5041976,0.49182102,0.5450393
"Latvia","LVA",1991,11.483402,16.27081,12.00346,9.900336,0.5073438,0.53917366
"Latvia","LVA",1992,15.834868,23.879932,14.595117,9.398761,2.1331286,0.53254235
"Latvia","LVA",1993,24.341663,33.309597,27.533993,20.577961,1.7077767,0.7916027
"Latvia","LVA",1994,22.616762,32.216805,23.374472,14.947194,2.4593742,1.3161705
"Latvia","LVA",1995,17.909348,24.059986,20.365839,15.805867,2.0145586,0.52863765
"Latvia","LVA",1996,15.161196,20.955402,16.040401,11.427735,2.9624362,0.8015004
"Latvia","LVA",1997,15.830449,19.029417,19.777996,13.372142,10.628469,1.907518
"Latvia","LVA",1998,12.8566475,16.723452,15.43711,11.301842,0.89355123,0.28177983
"Latvia","LVA",1999,12.684457,15.874909,15.983793,10.191429,2.8647275,0.88555396
"Latvia","LVA",2000,12.457275,14.7547035,17.792238,7.8919387,4.962927,0.31157503
"Latvia","LVA",2001,12.330733,16.86052,13.568745,4.893904,5.049128,0.66391367
"Latvia","LVA",2002,11.461566,12.872393,14.792571,12.459006,4.055438,0.71333545
"Latvia","LVA",2003,10.775632,13.095153,13.603109,8.338992,3.0136216,0
"Latvia","LVA",2004,9.587589,11.318659,13.115688,6.286343,1.9957291,0.40961614
"Latvia","LVA",2005,10.290645,11.2155905,17.12867,3.8842795,3.9849765,0
"Latvia","LVA",2006,9.870017,11.022798,15.554696,4.21485,0,1.8486253
"Latvia","LVA",2007,8.699284,10.562735,10.911012,6.0316133,1.9222451,0.487636
"Latvia","LVA",2008,7.965518,9.735967,10.417571,4.805915,0,0.50739014
"Latvia","LVA",2009,6.7092776,6.382627,11.446687,5.789948,0,1.0402201
"Latvia","LVA",2010,6.618392,7.0409684,7.7851,8.526785,1.8545994,1.0523823
"Latvia","LVA",2011,6.276594,6.215636,10.523731,4.892317,0.94831675,0
"Latvia","LVA",2012,6.301426,6.914166,10.13418,3.4499176,0,0.5163076
"Latvia","LVA",2013,5.925427,5.489012,11.288791,2.7444913,2.0054348,0.50669855
"Latvia","LVA",2014,6.8819203,8.273991,8.736948,5.487213,2.0247424,0
"Latvia","LVA",2015,5.0324097,6.087793,7.559575,2.0649993,0,0.50441873
"Latvia","LVA",2016,4.622085,4.7217727,7.170654,3.7996545,0.9724599,0.5080397
"Latvia","LVA",2017,3.844895,3.413588,5.628762,5.5312796,0.9559041,0
"Latvia","LVA",2018,3.9321103,4.8081837,5.6509833,2.4134185,0,0
"Latvia","LVA",2019,3.2365146,4.4198947,3.7189856,2.0553577,0.9813928,0
"Latvia","LVA",2020,3.3189576,4.3878784,4.319027,1.705687,1.0202104,0
"Lebanon","LBN",2019,0.22949271,0.3915357,0.1924965,0,0,0.09134798
"Lithuania","LTU",1981,6.55188,9.149793,6.5119057,5.650775,1.1237555,0.5498131
"Lithuania","LTU",1982,6.3584247,8.165127,7.1357436,6.294983,2.9779963,0.5509389
"Lithuania","LTU",1985,5.896863,8.452891,5.2071805,2.8047147,2.8024354,0.73852926
"Lithuania","LTU",1986,4.835309,5.804857,4.780982,7.1070175,2.0488935,1.4823571
"Lithuania","LTU",1987,3.7642589,5.040943,3.1419177,5.4143414,2.0003667,0
"Lithuania","LTU",1988,4.5414042,5.983411,4.6576433,6.246601,1.320908,0
"Lithuania","LTU",1989,5.6638064,7.8313756,4.1716313,8.543643,1.3272016,0.9163064
"Lithuania","LTU",1990,7.48126,10.799382,7.1978416,6.6940627,0.33470452,0.36285985
"Lithuania","LTU",1991,9.008314,12.6285,9.022266,8.884052,1.0186619,0.35893047
"Lithuania","LTU",1992,10.469463,14.274582,10.828725,9.888263,2.0832248,0.88804424
"Lithuania","LTU",1993,12.391557,16.36201,14.18999,13.373768,0.7175943,0.7059156
"Lithuania","LTU",1994,13.317554,18.020947,15.769249,8.927742,3.0102801,0.52863437
"Lithuania","LTU",1995,11.707473,15.129823,13.5843,11.594854,1.5959463,1.4107058
"Lithuania","LTU",1996,9.345283,12.662557,9.835831,7.907258,2.980258,0.35369933
"Lithuania","LTU",1997,9.195161,11.315196,11.461539,8.689375,2.7343447,1.0685587
"Lithuania","LTU",1998,8.356429,11.493171,8.054176,6.1372085,4.357214,0.543071
"Lithuania","LTU",1999,8.257736,9.700476,10.331538,9.058735,3.5456502,1.116491
"Lithuania","LTU",2000,9.675679,11.946004,11.576069,10.577437,2.639818,0.3850708
"Lithuania","LTU",2001,10.085378,12.444078,14.169614,7.0321016,0.55409646,0.4005921
"Lithuania","LTU",2002,7.1035423,9.397815,6.9332685,5.988724,2.920646,0.8375735
"Lithuania","LTU",2003,9.619468,11.62545,12.623143,9.447673,0.61422044,0
"Lithuania","LTU",2004,8.599223,9.985654,12.556606,5.9749813,1.2854214,0.9180987
"Lithuania","LTU",2005,9.355372,11.498618,11.793172,7.4548182,1.333938,0.4825824
"Lithuania","LTU",2006,7.715417,9.235997,10.074182,6.011532,1.361248,0.5108883
"Lithuania","LTU",2007,7.4265184,9.1057205,9.81982,4.8865423,0,0.5437871
"Lithuania","LTU",2008,7.7123566,8.369638,12.106653,6.0821395,0,0.28846958
"Lithuania","LTU",2009,6.2684965,6.9159484,9.869386,3.9956448,1.3440589,0
"Lithuania","LTU",2010,5.504029,7.4301486,5.232469,4.188585,1.9863867,0
"Lithuania","LTU",2011,5.137325,6.0104594,7.5924377,2.1872373,1.3063527,0.3292452
